2451256.385102,1.019155,2.01315163,0.34397791,-0.5100296,1.01850543,0.38144482,-0.51002751,1.0
2451256.389723,0.9977927,2.01313803,0.344036,-0.51002688,1.01848755,0.38142317,-0.51002479,1.0
2451256.3943330003,0.9941235,2.01312447,0.34409395,-0.51002416,1.01846972,0.38140156,-0.51002207,1.0
2451256.398963,0.9688138,2.01311084,0.34415216,-0.51002143,1.01845181,0.38137986,-0.51001935,1.0
2451256.4035830004,0.9608163,2.01309724,0.34421025,-0.51001871,1.01843395,0.38135821,-0.51001662,1.0
2451256.408203,0.9441485,2.01308364,0.34426833,-0.51001599,1.01841609,0.38133656,-0.5100139,1.0
2451256.412833,0.957283,2.01307001,0.34432654,-0.51001326,1.0183982,0.38131486,-0.51001117,1.0
2451256.417453,0.8958603999999999,2.01305641,0.34438462,-0.51001053,1.01838036,0.3812932,-0.51000845,1.0
2451256.425844,0.9008247,2.0130317,0.3444901,-0.51000558,1.01834796,0.38125388,-0.51000351,1.0
2451256.430464,0.922657,2.01301809,0.34454818,-0.51000285,1.01833013,0.38123222,-0.51000078,1.0
2451256.435074,0.9235073,2.01300451,0.34460613,-0.51000013,1.01831234,0.38121061,-0.50999806,1.0
2451256.439704,0.9337709,2.01299087,0.34466434,-0.5099974,1.01829448,0.38118891,-0.50999533,1.0
2451256.4443240003,0.9415433,2.01297726,0.34472242,-0.50999467,1.01827666,0.38116725,-0.50999261,1.0
2451256.448944,0.9555213,2.01296365,0.3447805,-0.50999195,1.01825885,0.38114559,-0.50998988,1.0
2451256.453564,0.9329113,2.01295004,0.34483858,-0.50998922,1.01824104,0.38112393,-0.50998716,1.0
2451256.4688150003,0.9688138,2.01290509,0.3450303,-0.50998021,1.0181823,0.38105244,-0.50997816,1.0
2451256.473445,0.9913803,2.01289144,0.3450885,-0.50997748,1.01816447,0.38103073,-0.50997543,1.0
2451256.4780650004,1.012606,2.01287782,0.34514658,-0.50997475,1.01814669,0.38100907,-0.5099727,1.0
2451256.482695,1.044817,2.01286417,0.34520479,-0.50997201,1.01812888,0.38098736,-0.50996997,1.0
2451256.487315,1.04578,2.01285054,0.34526287,-0.50996928,1.0181110999999998,0.3809657,-0.50996724,1.0
2451256.491935,1.085027,2.01283692,0.34532095,-0.50996655,1.01809334,0.38094404,-0.50996451,1.0
2451256.496566,1.0632620000000002,2.01282326,0.34537915,-0.50996381,1.01807554,0.38092233,-0.50996178,1.0
2451256.501176,1.093051,2.01280967,0.34543709999999994,-0.50996109,1.01805782,0.38090071,-0.50995905,1.0
2451256.510906,1.12264,2.01278096,0.34555942,-0.50995534,1.01802044,0.38085509,-0.5099532999999999,1.0
2451256.515516,1.113372,2.01276736,0.34561737,-0.50995261,1.01800274,0.38083347,-0.50995058,1.0
2451256.520146,1.103165,2.0127537,0.34567557,-0.50994987,1.01798497,0.38081176,-0.50994784,1.0
2451256.524766,1.1103,2.01274006,0.34573365,-0.50994714,1.01796724,0.3807901,-0.50994511,1.0
2451256.529387,1.092044,2.01272642,0.34579173,-0.5099444000000001,1.01794951,0.38076843,-0.50994238,1.0
2451256.534017,1.117482,2.01271276,0.34584993,-0.50994166,1.01793175,0.38074672,-0.50993964,1.0
2451256.538637,1.080041,2.01269912,0.345908,-0.50993893,1.01791404,0.38072505,-0.50993691,1.0
2451256.547757,1.080041,2.01267219,0.34602265,-0.50993353,1.01787908,0.38068228,-0.50993152,1.0
2451256.552377,1.096075,2.01265855,0.34608072,-0.5099308,1.01786138,0.38066061,-0.50992879,1.0
2451256.557007,1.103165,2.01264487,0.34613892,-0.50992806,1.01784365,0.38063889,-0.50992605,1.0
2451256.561618,1.08303,2.01263126,0.34619687,-0.50992533,1.017826,0.38061727,-0.50992332,1.0
2451256.566248,1.084028,2.01261758,0.34625507,-0.50992258,1.01780827,0.38059556,-0.50992058,1.0
2451256.570868,1.080041,2.01260393,0.34631315,-0.50991985,1.01779059,0.38057389,-0.50991785,1.0
2451256.575498,1.076069,2.01259025,0.34637135,-0.5099170999999999,1.01777288,0.38055217,-0.50991511,1.0
2451256.580118,1.085027,2.0125766,0.34642942,-0.50991437,1.01775521,0.3805305,-0.50991237,1.0
2451256.5894580004,1.054485,2.0125490000000004,0.34654683,-0.50990883,1.0177195,0.38048669,-0.50990684,1.0
2451256.594078,1.01728,2.01253535,0.34660490000000005,-0.50990609,1.01770185,0.38046501,-0.5099041,1.0
2451256.598709,0.9987122,2.01252166,0.3466631,-0.50990335,1.01768416,0.3804433,-0.50990136,1.0
2451256.603319,1.0005540000000002,2.01250803,0.34672105,-0.50990062,1.01766655,0.38042167,-0.50989863,1.0
2451256.607939,0.9372174,2.01249437,0.34677912,-0.50989788,1.01764891,0.3804,-0.50989589,1.0
2451256.612559,0.9108363000000002,2.01248071,0.34683719,-0.50989514,1.01763128,0.38037832,-0.50989316,1.0
2451256.617189,0.8811308000000001,2.01246702,0.34689539,-0.50989239,1.01761361,0.3803566,-0.50989041,1.0
2451256.627799,0.8192950000000001,2.01243564,0.34702875,-0.5098861,1.01757314,0.38030682,-0.50988413,1.0
2451256.63242,0.8682411,2.01242197,0.34708683,-0.50988336,1.01755552,0.38028515,-0.50988139,1.0
2451256.63704,0.8579073,2.01240831,0.34714490000000003,-0.50988061,1.01753792,0.38026347,-0.50987865,1.0
2451256.6416700003,0.8778905,2.01239461,0.34720309,-0.50987787,1.01752027,0.38024175,-0.5098759,1.0
2451256.64629,0.8835687,2.01238094,0.34726116,-0.50987512,1.01750268,0.38022007,-0.50987316,1.0
2451256.65091,0.9243582,2.01236726,0.34731924,-0.50987238,1.01748508,0.38019839,-0.50987042,1.0
2451256.65554,0.9192642,2.01235356,0.34737743,-0.50986963,1.01746746,0.38017667,-0.50986768,1.0
2451256.66015,0.9714945,2.01233992,0.34743538,-0.5098669,1.01744991,0.38015504,-0.50986494,1.0
2451287.389513,0.977356,1.89141865,0.72643777,-0.48400409,1.00821837,0.24864461,-0.48401731,1.0
2451287.394373,1.001965,1.89139483,0.72649625,-0.4839988,1.00823298,0.24862923,-0.48401203,1.0
2451287.398073,1.015904,1.8913767,0.72654078,-0.48399477,1.00824411,0.24861753,-0.484008,1.0
