2438005.003802,1.090425,-0.78461408,-2.64708904,-0.25918551,-0.51997465,-1.69804282,-0.25908943,1.0
2438005.007343,1.058756,-0.78457906,-2.64710177,-0.25918984,-0.51999932,-1.69803942,-0.25909376,1.0
2438005.010802,1.013901,-0.78454485,-2.6471142000000003,-0.25919407,-0.52002341,-1.6980361000000002,-0.259098,1.0
2438005.01351,0.992649,-0.78451807,-2.64712394,-0.25919738,-0.52004227,-1.6980335,-0.25910131,1.0
2438005.017593,0.9558631,-0.7844777,-2.64713862,-0.25920238,-0.5200707,-1.69802959,-0.2591063,1.0
2438005.020968,0.8928853000000001,-0.78444432,-2.64715075,-0.25920651,-0.52009421,-1.69802636,-0.25911043,1.0
2438005.026385,0.8717575000000001,-0.78439075,-2.64717022,-0.25921314,-0.52013194,-1.69802118,-0.25911706,1.0
2438005.02951,0.8503460999999999,-0.78435985,-2.64718146,-0.25921696,-0.52015371,-1.6980182,-0.25912088,1.0
2438005.03501,0.8264101999999999,-0.78430546,-2.64720123,-0.25922369,-0.52019203,-1.69801295,-0.25912761,1.0
2438005.048176,0.9036405,-0.78417525,-2.64724855,-0.2592398,-0.52028376,-1.69800042,-0.25914371,1.0
2438005.055717,1.013901,-0.78410067,-2.64727565,-0.25924903,-0.5203363,-1.69799326,-0.25915294,1.0
2438005.060509,1.032751,-0.78405328,-2.64729287,-0.25925489,-0.52036969,-1.69798872,-0.2591588,1.0
2438005.064967,1.045191,-0.78400919,-2.64730889,-0.25926034,-0.52040076,-1.69798451,-0.25916425,1.0
2438005.074801,0.9709474,-0.78391194,-2.64734422,-0.25927237,-0.52046929,-1.69797522,-0.25917628,1.0
2438005.087592,1.070522,-0.78378544,-2.64739018,-0.25928802,-0.52055844,-1.69796318,-0.25919192,1.0
2438005.151676,0.9647076,-0.78315164,-2.64762032,-0.25936641,-0.52100526,-1.69790348,-0.25927029,1.0
2438005.166759,0.9718421,-0.78300246,-2.64767447,-0.25938486,-0.52111046,-1.69788958,-0.25928873,1.0
2438005.170091,0.9871785,-0.78296949,-2.64768643,-0.25938893,-0.52113371,-1.69788652,-0.25929281,1.0
2438005.177716,1.067568,-0.78289408,-2.6477138,-0.25939826,-0.52118691,-1.69787952,-0.25930213,1.0
2438005.181258,1.066586,-0.78285904,-2.64772651,-0.25940259,-0.52121162,-1.69787628,-0.25930646,1.0
2438005.185091,1.094449,-0.78282113,-2.64774027,-0.25940728,-0.52123836,-1.69787277,-0.25931115,1.0
2438005.18805,1.089421,-0.78279186,-2.64775088,-0.2594109,-0.521259,-1.69787007,-0.25931477,1.0
2438005.191425,1.118912,-0.78275848,-2.6477630000000003,-0.25941502,-0.52128255,-1.69786698,-0.25931889,1.0
2438005.195508,1.122007,-0.7827181,-2.64777765,-0.25942002,-0.52131104,-1.69786326,-0.25932389,1.0
2438005.196175,1.077446,-0.7827115,-2.64778004,-0.25942083,-0.5213157,-1.69786265,-0.2593247,1.0
2438005.201508,1.132389,-0.78265875,-2.64779918,-0.25942736,-0.52135291,-1.69785779,-0.25933122,1.0
2438005.240175,0.8661552,-0.78227629,-2.6479379,-0.25947464,-0.52162278,-1.69782278,-0.25937849,1.0
2438005.243091,0.9315275,-0.78224744,-2.64794836,-0.25947821,-0.52164314,-1.69782015,-0.25938206,1.0
2438005.25055,0.9053066,-0.78217366,-2.64797511,-0.25948733,-0.52169521,-1.69781345,-0.25939118,1.0
2438005.2538,0.9427482,-0.78214152,-2.64798676,-0.2594913,-0.5217179,-1.69781053,-0.25939515,1.0
2438005.2572580003,0.9505954,-0.78210731,-2.64799917,-0.25949553,-0.52174205,-1.69780743,-0.25939938,1.0
2438005.26105,1.005532,-0.7820698,-2.64801276,-0.25950016,-0.52176852,-1.69780403,-0.25940401,1.0
2438005.266341,0.9691605,-0.78201746,-2.64803174,-0.25950663,-0.52180547,-1.6977993000000002,-0.25941048,1.0
2438005.274966,1.02706,-0.78193215,-2.64806266,-0.25951718,-0.52186569,-1.6977916000000002,-0.25942102,1.0
2438005.2791330004,1.059731,-0.78189093,-2.64807761,-0.25952227,-0.52189479,-1.69778789,-0.25942612,1.0
2438005.281841,1.059731,-0.78186414,-2.64808731,-0.25952558,-0.52191371,-1.69778548,-0.25942943,1.0
2438006.986992,0.9114546,-0.76498113,-2.65414739,-0.26160512,-0.5339191,-1.69664352,-0.26150848,1.0
2438006.993284,0.8915280000000001,-0.76491878,-2.65416955,-0.26161277,-0.53396375,-1.6966407,-0.26151613,1.0
2438006.999242,0.8948186,-0.76485973,-2.65419054,-0.26162002,-0.53400602,-1.69663804,-0.26152337,1.0
2438007.005284,0.9181952,-0.76479985,-2.65421182,-0.26162737,-0.5340489,-1.69663535,-0.26153072,1.0
2438007.0125740003,0.9811491,-0.7647276,-2.65423749,-0.26163624,-0.53410064,-1.69663212,-0.26153959,1.0
2438007.017991,1.019847,-0.76467391,-2.65425657,-0.26164282,-0.53413908,-1.69662973,-0.26154618,1.0
2438007.022991,1.053259,-0.76462436,-2.65427418,-0.26164891,-0.53417456,-1.69662753,-0.26155226,1.0
2438007.0289080003,1.09178,-0.76456572,-2.65429501,-0.2616561,-0.53421656,-1.69662493,-0.26155945,1.0
2438007.035366,1.08177,-0.76450172,-2.65431775,-0.26166396,-0.5342624,-1.69662211,-0.26156731,1.0
2438007.040449,1.099854,-0.76445134,-2.65433565,-0.26167014,-0.53429848,-1.6966199,-0.26157349,1.0
2438007.0451990003,1.112078,-0.76440426,-2.65435237,-0.26167592,-0.53433219,-1.69661783,-0.26157926,1.0
2438007.050491,1.100868,-0.76435181,-2.654371,-0.26168235,-0.53436976,-1.69661554,-0.2615857,1.0
2438007.055949,1.083765,-0.76429772,-2.65439021,-0.26168899,-0.53440851,-1.69661318,-0.26159233,1.0
2438007.065033,1.043602,-0.76420769,-2.65442219,-0.26170004,-0.534473,-1.69660928,-0.26160338,1.0
2438007.070491,1.019847,-0.7641536,-2.6544414,-0.26170668,-0.53451175,-1.69660694,-0.26161002,1.0
2438007.076074,0.9676872,-0.76409826,-2.65446105,-0.26171347,-0.53455139,-1.69660456,-0.26161681,1.0
2438007.0815330003,0.9318264,-0.76404416,-2.65448026,-0.26172011,-0.53459015,-1.69660224,-0.26162344,1.0
2438007.085533,0.9165054,-0.76400451,-2.65449433,-0.26172497,-0.53461856,-1.69660055,-0.26162831,1.0
2438007.0906990003,0.9014362,-0.76395331,-2.65451251,-0.26173125,-0.53465524,-1.69659836,-0.26163459,1.0
2438007.097616,0.9014362,-0.76388475,-2.65453685,-0.26173966,-0.53470436,-1.69659545,-0.261643,1.0
2438007.103532,0.8784864,-0.76382611,-2.65455767,-0.26174686,-0.53474639,-1.69659297,-0.26165019,1.0
2438007.110115,0.8964685,-0.76376086,-2.65458083,-0.26175487,-0.53479314,-1.69659022,-0.26165819,1.0
2438007.116448,0.9474036,-0.76369809,-2.65460311,-0.26176257,-0.53483812,-1.69658758,-0.26166589,1.0
2438007.1228650003,0.9957149,-0.76363449,-2.65462568,-0.26177037,-0.5348837,-1.69658492,-0.26167369,1.0
2438007.128823,1.088767,-0.76357543,-2.65464664,-0.26177761,-0.53492602,-1.69658247,-0.26168094,1.0
2438007.135115,1.136933,-0.76351307,-2.65466877,-0.26178526,-0.53497072,-1.69657988,-0.26168859,1.0
2438007.14074,1.15275,-0.76345732,-2.65468855,-0.2617921,-0.53501068,-1.69657757,-0.26169543,1.0
2438007.1486150003,1.174181,-0.76337926,-2.65471625,-0.26180168,-0.53506663,-1.69657436,-0.261705,1.0
2438007.161573,1.1474540000000002,-0.76325082,-2.65476181,-0.26181743,-0.5351587,-1.69656911,-0.26172075,1.0
2438007.175198,1.029284,-0.76311577,-2.65480972,-0.261834,-0.53525552,-1.69656364,-0.26173731,1.0
2438007.179282,0.9439196,-0.76307529,-2.65482407,-0.26183896,-0.53528454,-1.696562,-0.26174228,1.0
2438007.185698,0.8898872999999999,-0.76301169,-2.65484663,-0.26184677,-0.53533014,-1.69655945,-0.26175007,1.0
2438007.191864,0.8720372,-0.76295056,-2.65486831,-0.26185426,-0.53537397,-1.696557,-0.26175757,1.0
2438007.198197,0.9156616,-0.76288778,-2.65489057,-0.26186196,-0.53541898,-1.6965544999999995,-0.26176527,1.0
2438007.208239,0.975742,-0.76278824,-2.65492586,-0.26187417,-0.53549036,-1.69655056,-0.26177747,1.0
2438007.215156,1.018908,-0.76271968,-2.65495017,-0.26188258,-0.53553953,-1.69654786,-0.26178588,1.0
2438007.221197,1.063004,-0.76265979,-2.6549714,-0.26188992,-0.53558248,-1.69654551,-0.26179322,1.0
2438007.225406,1.0768,-0.76261807,-2.65498619,-0.26189504,-0.5356124,-1.69654388,-0.26179834,1.0
